epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5798800587654114,0.699241042137146,0.5798800587654114,0.5795288681983948,0.6029243469238281,0.6620347499847412,0.6029243469238281,0.6031643152236938
1,0.6031938791275024,0.6627026200294495,0.6031938791275024,0.603434681892395,0.5281315445899963,2.4104864597320557,0.5281315445899963,0.5284174084663391
2,0.629741907119751,0.6411859393119812,0.629741907119751,0.6299654245376587,0.6042719483375549,0.6916345357894897,0.6042719483375549,0.6039056181907654
3,0.666060209274292,0.6108649969100952,0.666060209274292,0.6656560897827148,0.5289400815963745,1.209054946899414,0.5289400815963745,0.5292254686355591
4,0.6868135333061218,0.5879405736923218,0.6868135333061218,0.6870031356811523,0.6845899820327759,0.6665071845054626,0.6845899820327759,0.6847806572914124
