epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5406189560890198,1.0687875747680664,0.5406189560890198,0.5397727489471436,0.5106382966041565,4058.830810546875,0.5106382966041565,0.5104166865348816
1,0.6054158806800842,0.6834371089935303,0.6054158806800842,0.6073864102363586,0.511605441570282,19.758291244506836,0.511605441570282,0.5113636255264282
2,0.5812379121780396,0.6862295269966125,0.5812379121780396,0.5816287994384766,0.5038684606552124,97.27105712890625,0.5038684606552124,0.5037878751754761
3,0.6005802750587463,0.6876158714294434,0.6005802750587463,0.594318151473999,0.5280464291572571,0.7943577766418457,0.5280464291572571,0.5295454859733582
4,0.6392650008201599,0.6991847157478333,0.6392650008201599,0.6363636255264282,0.4864603579044342,1.0018935203552246,0.4864603579044342,0.4888257682323456
